State,Crop,Season,Year,Area,Production
Karnataka,Cotton,Rabi,2020,151.76,488.78
Punjab,Cotton,Rabi,2019,60.5,192.83
Punjab,Cotton,Rabi,2019,489.21,1599.19
Maharashtra,Wheat,Rabi,2020,393.32,1349.09
Tamil Nadu,Maize,Rabi,2018,130.63,582.93
Karnataka,Maize,Kharif,2022,422.55,1068.39
Karnataka,Rice,Kharif,2023,860.61,2021.51
Tamil Nadu,Cotton,Kharif,2019,90.16,363.14
Maharashtra,Wheat,Kharif,2021,960.35,3101.36
Karnataka,Maize,Rabi,2018,367.77,1559.12
Maharashtra,Cotton,Rabi,2023,244.9,682.17
Punjab,Maize,Rabi,2020,704.77,2643.29
Karnataka,Maize,Kharif,2018,626.05,3082.07
Punjab,Maize,Rabi,2021,542.0,2571.68
Tamil Nadu,Maize,Rabi,2022,119.56,414.99
Maharashtra,Rice,Rabi,2021,515.7,2430.46
Tamil Nadu,Cotton,Kharif,2023,996.69,3043.26
Tamil Nadu,Rice,Rabi,2023,510.65,2200.01
Punjab,Maize,Rabi,2020,208.77,797.76
Punjab,Rice,Rabi,2020,528.09,1278.99
Karnataka,Rice,Rabi,2021,81.16,309.12
Punjab,Rice,Rabi,2019,823.92,3103.45
Karnataka,Maize,Kharif,2019,227.2,601.94
Karnataka,Rice,Rabi,2022,106.94,499.65
Maharashtra,Wheat,Kharif,2018,963.22,2036.83
Maharashtra,Wheat,Kharif,2018,207.85,939.25
Tamil Nadu,Rice,Kharif,2018,320.96,1581.46
Maharashtra,Rice,Kharif,2023,411.46,1678.92
Punjab,Wheat,Kharif,2023,156.58,524.66
Maharashtra,Maize,Kharif,2018,208.14,849.84
Maharashtra,Maize,Kharif,2021,245.19,607.17
Tamil Nadu,Maize,Kharif,2022,330.4,1338.17
Maharashtra,Cotton,Rabi,2018,273.28,765.43
Punjab,Rice,Rabi,2019,340.45,1266.39
Karnataka,Wheat,Rabi,2018,247.96,1234.37
Tamil Nadu,Wheat,Rabi,2019,955.66,4726.41
Punjab,Wheat,Rabi,2023,101.9,229.78
Karnataka,Cotton,Rabi,2023,745.45,2091.1
Maharashtra,Cotton,Rabi,2018,301.15,1209.36
Tamil Nadu,Cotton,Rabi,2019,173.56,486.38
Maharashtra,Cotton,Kharif,2023,104.35,290.69
Karnataka,Maize,Kharif,2023,269.55,548.9
Punjab,Maize,Rabi,2023,666.91,1713.9
Karnataka,Maize,Rabi,2022,89.78,424.96
Maharashtra,Cotton,Rabi,2020,318.81,1389.14
Punjab,Rice,Kharif,2020,234.88,937.88
Tamil Nadu,Cotton,Kharif,2020,521.82,1575.91
Maharashtra,Maize,Kharif,2018,584.89,2130.55
Punjab,Rice,Rabi,2018,105.96,382.57
Karnataka,Wheat,Rabi,2019,373.17,1136.5
Maharashtra,Maize,Rabi,2023,669.52,3232.99
Punjab,Cotton,Kharif,2018,910.53,2384.86
Maharashtra,Wheat,Rabi,2020,412.58,1684.61
Punjab,Wheat,Rabi,2018,739.25,2863.77
Karnataka,Wheat,Kharif,2021,30.98,87.26
Punjab,Wheat,Rabi,2020,409.12,1876.81
Karnataka,Cotton,Rabi,2019,297.73,1134.66
Karnataka,Wheat,Kharif,2022,224.4,487.41
Tamil Nadu,Rice,Kharif,2020,904.28,4231.98
Tamil Nadu,Maize,Rabi,2023,102.74,412.31
Tamil Nadu,Wheat,Kharif,2023,212.8,615.49
Karnataka,Wheat,Kharif,2021,60.84,183.61
Tamil Nadu,Rice,Rabi,2021,583.91,2121.95
Karnataka,Wheat,Rabi,2021,219.22,766.8
Maharashtra,Cotton,Kharif,2018,991.97,3382.94
Punjab,Maize,Kharif,2020,62.9,132.3
Punjab,Cotton,Kharif,2020,994.67,4759.47
Maharashtra,Wheat,Kharif,2021,352.89,814.94
Karnataka,Cotton,Kharif,2020,266.69,1109.05
Karnataka,Rice,Rabi,2019,406.33,1736.09
Karnataka,Maize,Kharif,2022,345.32,1493.35
Maharashtra,Maize,Rabi,2022,219.8,481.53
Karnataka,Cotton,Rabi,2022,321.23,1234.75
Maharashtra,Maize,Rabi,2022,768.95,2159.76
Tamil Nadu,Rice,Rabi,2019,459.54,2018.63
Tamil Nadu,Maize,Kharif,2020,191.94,644.38
Punjab,Maize,Kharif,2018,580.86,2223.66
Punjab,Wheat,Kharif,2019,657.92,1789.19
Karnataka,Rice,Kharif,2022,274.22,631.05
Maharashtra,Wheat,Rabi,2019,707.59,2762.39
Maharashtra,Wheat,Rabi,2018,90.36,220.47
Karnataka,Wheat,Rabi,2022,729.68,1886.77
Punjab,Maize,Rabi,2018,447.41,1136.64
Punjab,Wheat,Rabi,2019,464.96,2063.49
Tamil Nadu,Maize,Kharif,2019,96.22,285.91
Karnataka,Cotton,Rabi,2018,828.17,2274.85
Tamil Nadu,Maize,Kharif,2018,922.95,2767.66
Karnataka,Cotton,Kharif,2018,581.88,1537.63
Maharashtra,Wheat,Kharif,2021,460.07,1149.87
Punjab,Rice,Rabi,2019,542.1,2199.99
Maharashtra,Wheat,Kharif,2019,476.01,1427.25
Punjab,Maize,Rabi,2020,672.21,2581.03
Punjab,Maize,Rabi,2018,865.45,3623.34
Maharashtra,Wheat,Rabi,2020,634.78,3012.18
Maharashtra,Cotton,Rabi,2021,880.53,2650.29
Tamil Nadu,Wheat,Rabi,2023,356.13,1285.43
Maharashtra,Rice,Kharif,2023,110.67,547.83
Karnataka,Rice,Rabi,2018,317.96,1026.33
Maharashtra,Rice,Rabi,2019,735.7,2933.72
Karnataka,Maize,Kharif,2020,26.81,90.24
Tamil Nadu,Rice,Kharif,2021,790.71,3719.2
Karnataka,Maize,Kharif,2022,388.81,1933.1
Punjab,Cotton,Kharif,2019,906.57,3693.15
Punjab,Maize,Kharif,2018,831.53,2952.44
Maharashtra,Maize,Kharif,2018,577.91,2355.28
Tamil Nadu,Wheat,Kharif,2020,707.71,1608.66
Karnataka,Wheat,Kharif,2018,978.95,2791.76
Karnataka,Maize,Kharif,2021,209.1,456.49
Maharashtra,Wheat,Kharif,2022,434.97,970.0
Tamil Nadu,Wheat,Kharif,2021,262.17,1129.81
Karnataka,Rice,Kharif,2022,511.24,2347.66
Tamil Nadu,Maize,Rabi,2022,682.94,2732.82
Maharashtra,Cotton,Rabi,2022,778.93,2148.78
Tamil Nadu,Rice,Rabi,2021,897.52,2018.31
Tamil Nadu,Cotton,Rabi,2022,418.95,1310.86
Maharashtra,Rice,Rabi,2019,666.07,1656.42
Tamil Nadu,Maize,Kharif,2018,136.06,504.17
Karnataka,Rice,Rabi,2019,512.88,1427.91
Punjab,Wheat,Rabi,2022,286.04,850.9
Karnataka,Rice,Kharif,2021,934.86,3965.6
Karnataka,Maize,Kharif,2019,191.26,519.46
Tamil Nadu,Maize,Kharif,2020,267.46,670.15
Punjab,Cotton,Kharif,2023,680.66,2400.87
Karnataka,Wheat,Kharif,2018,763.23,1735.66
Tamil Nadu,Rice,Kharif,2023,423.92,1096.72
Tamil Nadu,Rice,Kharif,2018,833.97,2549.32
Punjab,Maize,Kharif,2023,948.95,3724.55
Karnataka,Wheat,Kharif,2019,860.14,1732.08
Punjab,Wheat,Kharif,2019,521.68,2443.36
Tamil Nadu,Maize,Kharif,2019,372.5,1574.02
Maharashtra,Rice,Rabi,2018,310.28,1348.53
Punjab,Wheat,Rabi,2021,551.75,1111.75
Punjab,Wheat,Kharif,2021,113.39,408.7
Maharashtra,Maize,Rabi,2018,386.12,1274.18
Maharashtra,Maize,Kharif,2018,274.53,662.47
Punjab,Wheat,Rabi,2020,760.51,2488.74
Tamil Nadu,Rice,Rabi,2021,639.56,2923.88
Karnataka,Wheat,Kharif,2023,90.41,202.45
Karnataka,Rice,Rabi,2022,329.19,1358.8
Maharashtra,Wheat,Rabi,2019,753.29,1701.63
Maharashtra,Maize,Kharif,2022,794.68,3819.79
Tamil Nadu,Cotton,Kharif,2020,836.88,3821.45
Karnataka,Wheat,Kharif,2018,479.1,1471.4
Karnataka,Cotton,Kharif,2020,632.97,1397.42
Karnataka,Rice,Rabi,2023,280.31,667.43
Karnataka,Rice,Rabi,2018,446.88,2122.18
Karnataka,Wheat,Rabi,2020,582.62,1994.81
Maharashtra,Cotton,Rabi,2022,199.67,680.2
Punjab,Cotton,Kharif,2023,898.97,3455.69
Punjab,Rice,Rabi,2020,79.05,223.63
Karnataka,Rice,Kharif,2023,355.63,1739.62
Maharashtra,Wheat,Rabi,2020,215.94,959.39
Maharashtra,Rice,Kharif,2022,154.96,539.3
Punjab,Wheat,Rabi,2018,233.01,1058.47
Tamil Nadu,Maize,Rabi,2023,581.39,2547.47
Maharashtra,Maize,Kharif,2022,996.96,2369.87
Karnataka,Cotton,Rabi,2022,851.92,2064.77
Karnataka,Wheat,Kharif,2018,959.92,3978.61
Punjab,Rice,Rabi,2022,695.99,3227.02
Punjab,Cotton,Rabi,2020,608.43,2773.87
Karnataka,Rice,Kharif,2020,938.13,4497.87
Maharashtra,Wheat,Rabi,2022,14.07,67.94
Tamil Nadu,Cotton,Kharif,2020,343.19,1657.88
Tamil Nadu,Wheat,Kharif,2022,108.89,489.75
Tamil Nadu,Wheat,Rabi,2019,471.08,1691.5
Punjab,Cotton,Rabi,2018,461.89,2195.05
Karnataka,Cotton,Kharif,2018,181.94,817.06
Tamil Nadu,Rice,Kharif,2018,180.81,636.19
Tamil Nadu,Maize,Kharif,2021,130.4,608.25
Maharashtra,Maize,Kharif,2022,637.62,1586.4
Tamil Nadu,Maize,Kharif,2022,407.24,1992.85
Punjab,Cotton,Kharif,2021,636.29,1328.65
Tamil Nadu,Maize,Rabi,2023,888.6,2429.8
Tamil Nadu,Rice,Rabi,2018,324.49,1564.79
Karnataka,Cotton,Kharif,2019,821.15,2777.53
Punjab,Rice,Kharif,2021,123.95,594.21
Karnataka,Maize,Kharif,2022,784.47,2500.77
Karnataka,Rice,Kharif,2019,32.77,106.63
Punjab,Rice,Kharif,2022,627.87,2161.87
Punjab,Cotton,Kharif,2018,181.0,810.01
Punjab,Cotton,Rabi,2019,904.53,3839.0
Tamil Nadu,Cotton,Kharif,2018,561.94,2669.59
Maharashtra,Cotton,Rabi,2022,46.27,190.19
Maharashtra,Cotton,Kharif,2022,490.04,1528.07
Karnataka,Maize,Kharif,2021,843.16,2415.76
Tamil Nadu,Rice,Rabi,2018,605.33,2773.04
Tamil Nadu,Rice,Rabi,2020,452.57,1993.33
Tamil Nadu,Wheat,Kharif,2021,857.01,2997.66
Tamil Nadu,Maize,Kharif,2018,197.66,435.46
Maharashtra,Maize,Kharif,2021,47.72,137.99
Karnataka,Wheat,Kharif,2020,18.21,62.67
Maharashtra,Cotton,Rabi,2021,617.54,2459.67
Punjab,Wheat,Rabi,2020,319.73,901.2
Karnataka,Rice,Rabi,2018,15.59,65.23
Maharashtra,Maize,Kharif,2020,630.02,2392.48
Punjab,Rice,Rabi,2021,835.22,3266.55
Karnataka,Cotton,Kharif,2021,741.39,3382.24
Karnataka,Wheat,Rabi,2023,773.02,3820.04
Punjab,Cotton,Kharif,2018,41.75,98.46
Maharashtra,Wheat,Kharif,2021,804.15,1841.98
Punjab,Maize,Rabi,2018,445.02,2196.54
Tamil Nadu,Wheat,Rabi,2018,130.0,469.17
Karnataka,Rice,Kharif,2021,862.24,2943.77
Karnataka,Rice,Rabi,2022,918.01,4124.05
Tamil Nadu,Rice,Rabi,2019,631.03,3111.37
Tamil Nadu,Maize,Rabi,2022,165.57,461.53
Karnataka,Rice,Kharif,2021,71.64,197.07
Tamil Nadu,Maize,Kharif,2019,997.1,4113.41
Karnataka,Rice,Kharif,2022,988.66,2655.76
Karnataka,Wheat,Kharif,2022,805.01,3214.27
Tamil Nadu,Cotton,Rabi,2021,968.15,3659.31
Karnataka,Rice,Kharif,2020,95.17,325.52
Tamil Nadu,Cotton,Kharif,2021,756.75,3496.81
Karnataka,Cotton,Rabi,2023,53.25,245.27
Karnataka,Cotton,Kharif,2023,174.42,700.22
Karnataka,Rice,Rabi,2021,952.19,2727.64
Punjab,Maize,Kharif,2018,905.18,3804.48
Karnataka,Cotton,Kharif,2018,886.77,2120.07
Karnataka,Maize,Kharif,2021,543.3,1733.48
Tamil Nadu,Wheat,Rabi,2019,515.13,1223.39
Tamil Nadu,Wheat,Rabi,2023,553.3,1980.87
Karnataka,Maize,Kharif,2020,932.21,3276.38
Karnataka,Wheat,Kharif,2022,51.44,150.32
Maharashtra,Rice,Kharif,2022,505.4,2206.22
Punjab,Rice,Kharif,2022,632.27,3141.7
Karnataka,Rice,Rabi,2021,569.37,2584.17
Maharashtra,Maize,Rabi,2022,880.76,2736.82
Tamil Nadu,Rice,Kharif,2020,264.77,568.17
Karnataka,Wheat,Kharif,2023,622.17,2183.59
Karnataka,Cotton,Kharif,2022,50.79,107.98
Maharashtra,Maize,Rabi,2019,99.21,231.0
Tamil Nadu,Cotton,Kharif,2019,500.13,2116.72
Karnataka,Cotton,Rabi,2023,708.4,2699.54
Karnataka,Wheat,Rabi,2023,657.13,1468.89
Karnataka,Rice,Rabi,2021,558.21,2658.12
Maharashtra,Rice,Rabi,2019,345.57,1628.42
Punjab,Wheat,Rabi,2020,15.75,31.51
Tamil Nadu,Wheat,Rabi,2019,524.17,1893.6
Maharashtra,Maize,Rabi,2023,192.35,531.99
Karnataka,Rice,Kharif,2018,993.87,3936.1
Karnataka,Wheat,Kharif,2022,542.08,1084.75
Punjab,Wheat,Kharif,2023,648.8,1327.82
Tamil Nadu,Wheat,Kharif,2019,135.48,471.09
Punjab,Cotton,Rabi,2021,892.88,3780.88
Maharashtra,Rice,Rabi,2021,751.14,3655.19
Punjab,Maize,Rabi,2018,717.04,2275.23
Karnataka,Wheat,Kharif,2019,286.43,1310.93
Karnataka,Maize,Rabi,2022,970.12,2734.76
Karnataka,Rice,Kharif,2021,64.33,168.41
Punjab,Maize,Rabi,2021,369.5,1571.94
Maharashtra,Wheat,Kharif,2020,264.4,1113.7
Karnataka,Maize,Rabi,2020,335.9,972.47
Karnataka,Wheat,Kharif,2020,848.21,4080.74
Punjab,Rice,Kharif,2021,44.67,212.69
Punjab,Maize,Kharif,2023,731.54,3372.57
Maharashtra,Maize,Kharif,2021,912.96,3302.08
Punjab,Wheat,Rabi,2022,644.56,1862.96
Punjab,Rice,Rabi,2018,89.78,339.79
Maharashtra,Rice,Kharif,2020,433.98,1924.7
Karnataka,Wheat,Kharif,2019,689.01,1847.73
Punjab,Maize,Rabi,2021,247.16,771.23
Maharashtra,Wheat,Kharif,2022,242.89,579.18
Tamil Nadu,Rice,Kharif,2023,703.29,2524.78
Tamil Nadu,Rice,Kharif,2022,846.53,4156.25
Karnataka,Maize,Kharif,2023,105.66,365.17
Punjab,Wheat,Kharif,2021,979.78,3066.83
Punjab,Wheat,Rabi,2022,407.51,924.9
Karnataka,Wheat,Rabi,2022,282.55,792.54
Maharashtra,Wheat,Kharif,2018,497.37,2362.44
Maharashtra,Wheat,Rabi,2020,389.57,1711.91
Karnataka,Maize,Rabi,2023,692.95,3225.5
Tamil Nadu,Wheat,Rabi,2023,499.47,1544.35
Maharashtra,Cotton,Kharif,2020,120.36,442.06
Tamil Nadu,Wheat,Kharif,2022,104.08,273.14
Punjab,Rice,Rabi,2021,242.5,488.08
Tamil Nadu,Cotton,Rabi,2018,226.0,690.4
Punjab,Cotton,Rabi,2020,733.23,2497.36
Karnataka,Wheat,Kharif,2022,211.15,1020.18
Maharashtra,Rice,Rabi,2018,184.53,592.79
Tamil Nadu,Cotton,Rabi,2022,849.68,2413.73
Maharashtra,Cotton,Kharif,2019,696.87,2260.23
Karnataka,Maize,Rabi,2023,960.33,4568.34
Tamil Nadu,Rice,Rabi,2023,832.89,3150.63
Maharashtra,Maize,Kharif,2020,12.11,53.83
Tamil Nadu,Wheat,Kharif,2021,146.98,443.05
Punjab,Maize,Kharif,2021,742.47,2746.56
Tamil Nadu,Wheat,Kharif,2022,438.52,1019.64
Tamil Nadu,Cotton,Kharif,2021,60.74,161.74
Karnataka,Wheat,Rabi,2022,353.44,1440.23
Maharashtra,Cotton,Kharif,2019,652.8,3240.07
Punjab,Wheat,Rabi,2020,576.81,1811.24
Tamil Nadu,Maize,Kharif,2021,538.86,2115.83
Karnataka,Cotton,Rabi,2023,364.95,1009.58
Punjab,Rice,Kharif,2022,435.16,1838.88
Punjab,Maize,Rabi,2019,922.26,2436.05
Karnataka,Wheat,Rabi,2023,347.17,1175.46
Tamil Nadu,Rice,Rabi,2022,994.98,3014.32
Karnataka,Maize,Kharif,2018,979.5,3908.96
Karnataka,Maize,Rabi,2019,43.18,116.88
Punjab,Wheat,Rabi,2019,15.28,46.67
Tamil Nadu,Wheat,Rabi,2022,694.28,2981.29
Karnataka,Maize,Kharif,2020,970.02,2006.8
Punjab,Rice,Kharif,2019,275.73,748.16
Maharashtra,Rice,Kharif,2020,366.77,1178.09
Tamil Nadu,Rice,Rabi,2023,890.71,2982.92
Karnataka,Rice,Rabi,2018,831.13,3397.84
Maharashtra,Wheat,Rabi,2018,583.94,1493.36
Maharashtra,Maize,Kharif,2018,893.03,3590.19
Karnataka,Wheat,Kharif,2020,423.1,2101.0
Karnataka,Wheat,Kharif,2022,866.0,3282.31
Punjab,Maize,Kharif,2023,26.33,88.01
Maharashtra,Wheat,Rabi,2018,79.41,366.23
Tamil Nadu,Rice,Kharif,2019,477.65,1542.26
Punjab,Wheat,Kharif,2021,620.91,2163.68
Tamil Nadu,Cotton,Rabi,2023,195.07,544.2
Punjab,Maize,Kharif,2019,583.39,2489.28
Punjab,Wheat,Kharif,2018,829.7,3652.24
Tamil Nadu,Maize,Kharif,2019,599.3,1485.03
Punjab,Wheat,Kharif,2022,428.51,865.34
Punjab,Cotton,Kharif,2023,821.64,1976.21
Tamil Nadu,Cotton,Kharif,2019,904.89,2593.39
Tamil Nadu,Cotton,Rabi,2022,817.44,4080.51
Punjab,Wheat,Kharif,2022,835.62,3527.35
Maharashtra,Rice,Kharif,2022,813.04,2094.68
Maharashtra,Wheat,Rabi,2022,317.75,1090.56
Punjab,Cotton,Rabi,2022,207.04,620.59
Punjab,Wheat,Rabi,2020,558.58,1794.52
Punjab,Wheat,Rabi,2021,994.53,4619.02
Tamil Nadu,Rice,Kharif,2018,577.4,1460.79
Punjab,Rice,Kharif,2019,522.72,1672.8
Punjab,Rice,Rabi,2018,189.69,574.33
Punjab,Maize,Kharif,2021,286.58,628.88
Tamil Nadu,Wheat,Kharif,2023,576.95,1423.13
Maharashtra,Maize,Kharif,2023,646.34,2076.54
Punjab,Maize,Rabi,2019,126.42,329.95
Punjab,Rice,Rabi,2023,885.49,2186.04
Tamil Nadu,Wheat,Kharif,2019,335.81,1064.68
Karnataka,Maize,Kharif,2023,762.76,1882.35
Karnataka,Wheat,Kharif,2022,140.45,320.85
Maharashtra,Rice,Kharif,2021,978.16,2000.17
Maharashtra,Cotton,Rabi,2023,908.34,2896.95
Karnataka,Rice,Kharif,2021,882.97,3417.01
Punjab,Cotton,Rabi,2019,113.93,329.9
Punjab,Maize,Kharif,2023,752.57,3537.73
Punjab,Maize,Rabi,2018,544.24,1336.58
Punjab,Cotton,Kharif,2019,90.3,207.29
Karnataka,Cotton,Rabi,2018,16.5,57.4
Punjab,Cotton,Kharif,2021,667.75,3265.91
Maharashtra,Rice,Kharif,2021,170.24,390.71
Karnataka,Maize,Kharif,2023,835.54,2203.04
Karnataka,Rice,Rabi,2018,351.81,1275.11
Punjab,Cotton,Kharif,2021,35.71,175.95
Tamil Nadu,Maize,Rabi,2022,673.72,2942.29
Tamil Nadu,Rice,Kharif,2021,665.29,1644.59
Tamil Nadu,Rice,Kharif,2019,279.37,1045.41
Karnataka,Rice,Rabi,2022,385.22,1694.76
Karnataka,Rice,Rabi,2020,846.28,3010.98
Karnataka,Maize,Kharif,2023,800.15,2943.79
Tamil Nadu,Rice,Rabi,2019,94.59,222.91
Karnataka,Maize,Kharif,2018,258.8,861.65
Tamil Nadu,Cotton,Rabi,2021,437.86,1834.19
Maharashtra,Cotton,Kharif,2018,227.31,519.78
Punjab,Rice,Kharif,2023,311.59,674.47
Tamil Nadu,Cotton,Kharif,2019,168.87,345.85
Karnataka,Wheat,Rabi,2023,875.15,4239.49
Punjab,Cotton,Kharif,2018,538.08,1913.55
Maharashtra,Maize,Kharif,2022,109.37,535.4
Punjab,Wheat,Rabi,2022,606.7,1226.84
Karnataka,Wheat,Rabi,2021,835.28,3540.61
Punjab,Maize,Rabi,2019,803.21,3243.82
Maharashtra,Wheat,Rabi,2020,774.71,3437.92
Tamil Nadu,Wheat,Kharif,2023,641.85,2497.54
Karnataka,Cotton,Kharif,2023,455.03,1687.49
Maharashtra,Maize,Kharif,2021,597.29,2795.78
Maharashtra,Rice,Rabi,2020,183.79,476.58
Tamil Nadu,Maize,Kharif,2018,848.09,4167.21
Tamil Nadu,Rice,Kharif,2021,238.79,533.34
Maharashtra,Rice,Kharif,2019,962.21,1992.8
Tamil Nadu,Wheat,Rabi,2018,371.89,993.34
Tamil Nadu,Cotton,Kharif,2023,729.11,2688.37
Punjab,Cotton,Rabi,2020,772.8,3682.72
Punjab,Rice,Rabi,2021,674.8,1791.97
Karnataka,Maize,Rabi,2018,235.94,768.89
Punjab,Maize,Rabi,2019,983.38,2657.25
Punjab,Rice,Rabi,2023,103.13,406.95
Tamil Nadu,Wheat,Kharif,2023,878.17,3873.15
Tamil Nadu,Rice,Kharif,2019,372.46,1754.63
Maharashtra,Wheat,Kharif,2018,965.67,2177.66
Karnataka,Cotton,Kharif,2018,555.41,1779.95
Maharashtra,Rice,Rabi,2021,206.98,720.84
Karnataka,Rice,Rabi,2023,582.1,1750.8
Tamil Nadu,Rice,Rabi,2019,214.3,807.17
Punjab,Cotton,Kharif,2021,915.66,3983.53
Tamil Nadu,Rice,Rabi,2020,835.82,3662.4
Karnataka,Wheat,Kharif,2021,64.67,181.17
Punjab,Rice,Kharif,2021,186.95,862.66
Tamil Nadu,Cotton,Kharif,2021,596.65,2884.81
Punjab,Maize,Rabi,2020,798.92,1966.48
Karnataka,Maize,Rabi,2021,812.7,3491.54
Maharashtra,Cotton,Kharif,2022,198.49,884.14
Karnataka,Cotton,Kharif,2020,18.2,40.28
Punjab,Rice,Kharif,2023,543.66,1846.33
Maharashtra,Maize,Rabi,2020,102.39,223.6
Maharashtra,Maize,Kharif,2019,108.49,413.58
Punjab,Rice,Kharif,2018,671.83,3126.91
Punjab,Maize,Kharif,2021,799.58,2590.67
Tamil Nadu,Cotton,Kharif,2018,702.77,2334.16
Maharashtra,Rice,Kharif,2018,954.32,3596.89
Maharashtra,Maize,Kharif,2018,93.73,265.37
Karnataka,Wheat,Rabi,2021,42.97,129.18
Punjab,Cotton,Rabi,2023,934.64,3281.13
Karnataka,Rice,Kharif,2018,269.26,978.24
Punjab,Maize,Kharif,2020,326.23,698.74
Karnataka,Maize,Kharif,2018,127.18,354.29
Punjab,Rice,Rabi,2023,827.27,3394.0
Maharashtra,Maize,Kharif,2018,822.98,2105.86
Punjab,Wheat,Kharif,2019,620.86,2010.72
Maharashtra,Cotton,Rabi,2020,925.43,3965.64
Punjab,Cotton,Rabi,2019,947.17,4244.99
Maharashtra,Rice,Rabi,2020,577.43,2432.16
Punjab,Rice,Kharif,2019,738.84,2010.6
Karnataka,Rice,Rabi,2020,683.4,3410.9
Maharashtra,Maize,Rabi,2020,282.81,1154.19
Maharashtra,Maize,Kharif,2019,971.86,3469.52
Punjab,Wheat,Rabi,2023,868.08,1901.9
Tamil Nadu,Maize,Kharif,2023,884.71,3353.76
Punjab,Wheat,Kharif,2018,244.48,607.97
Punjab,Rice,Rabi,2023,593.28,2683.78
Maharashtra,Cotton,Rabi,2023,834.39,2539.92
Tamil Nadu,Cotton,Rabi,2020,201.26,444.02
Punjab,Cotton,Kharif,2021,515.75,1117.53
Punjab,Rice,Kharif,2020,659.96,1843.49
Punjab,Cotton,Kharif,2020,827.35,1792.32
Tamil Nadu,Cotton,Rabi,2023,117.3,315.94
Tamil Nadu,Rice,Rabi,2023,621.59,2119.87
Maharashtra,Wheat,Rabi,2018,682.64,2274.36
Karnataka,Wheat,Rabi,2020,67.78,243.06
Karnataka,Wheat,Rabi,2021,339.87,985.11
Maharashtra,Wheat,Rabi,2023,219.7,723.05
Maharashtra,Cotton,Rabi,2022,995.37,4193.68
Karnataka,Maize,Rabi,2021,877.85,4378.76
Maharashtra,Rice,Rabi,2020,928.49,2655.93
Tamil Nadu,Cotton,Rabi,2022,366.71,1273.93
Maharashtra,Cotton,Rabi,2020,205.01,873.54
Maharashtra,Wheat,Kharif,2023,343.41,1157.56
Karnataka,Rice,Rabi,2023,817.39,3051.21
Maharashtra,Wheat,Rabi,2021,137.85,324.71
Maharashtra,Maize,Kharif,2023,355.88,1495.83
Karnataka,Cotton,Kharif,2018,219.4,592.27
Punjab,Cotton,Rabi,2022,53.15,264.48
Tamil Nadu,Maize,Rabi,2018,19.16,47.41
Tamil Nadu,Maize,Rabi,2018,683.81,3338.84
Punjab,Rice,Rabi,2021,309.21,1465.76
Maharashtra,Cotton,Kharif,2020,386.99,1790.5
Karnataka,Cotton,Kharif,2021,137.07,456.89
Maharashtra,Maize,Kharif,2021,293.15,910.06
Maharashtra,Cotton,Rabi,2023,101.37,251.77
Tamil Nadu,Rice,Kharif,2021,426.46,1122.77
Karnataka,Maize,Rabi,2021,216.89,722.82
Karnataka,Maize,Kharif,2018,953.98,2244.92
Maharashtra,Cotton,Rabi,2022,718.19,2444.4
Karnataka,Rice,Kharif,2018,826.33,2985.7
Maharashtra,Maize,Rabi,2023,787.61,3291.75
Punjab,Wheat,Rabi,2018,399.09,1784.47
Tamil Nadu,Rice,Rabi,2018,473.96,1745.99
Maharashtra,Rice,Kharif,2020,582.18,1914.15
Tamil Nadu,Rice,Kharif,2022,723.17,3590.55
Punjab,Cotton,Rabi,2019,225.28,827.29
Punjab,Cotton,Kharif,2023,302.14,1038.96
Maharashtra,Maize,Rabi,2019,927.31,3280.12
Tamil Nadu,Rice,Rabi,2021,190.07,839.96
Tamil Nadu,Rice,Rabi,2021,758.75,3653.02
Maharashtra,Cotton,Rabi,2021,229.84,1066.22
Karnataka,Wheat,Rabi,2020,457.17,1787.99
Karnataka,Cotton,Rabi,2019,780.75,3812.55
Punjab,Maize,Rabi,2023,119.22,579.49
Punjab,Maize,Rabi,2021,515.41,1257.99
Maharashtra,Rice,Kharif,2022,477.38,1535.57
Karnataka,Rice,Rabi,2020,901.37,2052.53
Punjab,Rice,Kharif,2018,541.15,2140.15
Karnataka,Maize,Kharif,2018,730.15,3649.39
Tamil Nadu,Rice,Kharif,2020,421.13,2072.48
Punjab,Rice,Kharif,2020,42.68,116.88
Tamil Nadu,Wheat,Rabi,2022,413.94,1866.81
Punjab,Cotton,Kharif,2018,422.57,1596.27
Maharashtra,Wheat,Kharif,2022,345.26,1309.69
Karnataka,Rice,Rabi,2018,600.8,1871.63
Maharashtra,Rice,Rabi,2023,13.83,62.8
Maharashtra,Wheat,Kharif,2019,321.47,1502.57
Tamil Nadu,Maize,Kharif,2023,131.27,435.55
Tamil Nadu,Wheat,Kharif,2023,919.32,3066.98
Punjab,Cotton,Kharif,2018,954.56,2455.49
Punjab,Wheat,Rabi,2021,316.44,1068.16
Punjab,Maize,Rabi,2021,130.54,382.01
Punjab,Rice,Kharif,2021,68.08,322.61
Tamil Nadu,Maize,Kharif,2020,119.32,519.08
Tamil Nadu,Maize,Rabi,2021,194.87,737.71
Karnataka,Rice,Rabi,2021,135.93,409.96
Karnataka,Cotton,Rabi,2021,205.88,540.2
Karnataka,Wheat,Kharif,2019,881.35,4118.75
Punjab,Cotton,Rabi,2022,252.3,951.01
Karnataka,Maize,Rabi,2022,995.52,4460.93
Punjab,Rice,Kharif,2022,916.03,3517.22
